Damage,GammaDist,Probability,Percentile,DPS,Damage,Normal,Percentile
5822383,2.48014E-06,2.48014E-06,0.838951793,12242.18,5822383,2.50831E-06,0.838912941
5823357,2.45558E-06,2.45558E-06,0.841356283,12244.23,5823357,2.48347E-06,0.841344746
5824332,2.43103E-06,2.43103E-06,0.843736849,12246.28,5824332,2.45864E-06,0.843752355
5825306,2.40649E-06,2.40649E-06,0.846093501,12248.33,5825306,2.43381E-06,0.84613577
5826280,2.38197E-06,2.38197E-06,0.848426253,12250.38,5826280,2.40899E-06,0.848494997
5827255,2.35747E-06,2.35747E-06,0.850735124,12252.43,5827255,2.38419E-06,0.85083005
5828229,2.333E-06,2.333E-06,0.853020139,12254.48,5828229,2.3594E-06,0.853140944
5829203,2.30856E-06,2.30856E-06,0.855281326,12256.53,5829203,2.33464E-06,0.8554277
5830178,2.28415E-06,2.28415E-06,0.857518717,12258.57,5830178,2.30991E-06,0.857690346
5831152,2.25979E-06,2.25979E-06,0.859732349,12260.62,5831152,2.28521E-06,0.85992891
5832126,2.23547E-06,2.23547E-06,0.861922264,12262.67,5832126,2.26055E-06,0.862143428
5833101,2.2112E-06,2.2112E-06,0.864088507,12264.72,5833101,2.23593E-06,0.864333939
5834075,2.18698E-06,2.18698E-06,0.866231127,12266.77,5834075,2.21136E-06,0.866500487
5835049,2.16282E-06,2.16282E-06,0.868350178,12268.82,5835049,2.18684E-06,0.868643119
5836024,2.13872E-06,2.13872E-06,0.870445717,12270.87,5836024,2.16238E-06,0.870761888
5836998,2.11468E-06,2.11468E-06,0.872517806,12272.91,5836998,2.13797E-06,0.872856849
5837972,2.09072E-06,2.09072E-06,0.874566509,12274.96,5837972,2.11363E-06,0.874928064
5838947,2.06682E-06,2.06682E-06,0.876591897,12277.01,5838947,2.08936E-06,0.876975597
5839921,2.043E-06,2.04301E-06,0.878594042,12279.06,5839921,2.06516E-06,0.878999516
5840895,2.01927E-06,2.01927E-06,0.88057302,12281.11,5840895,2.04104E-06,0.880999893
5841870,1.99562E-06,1.99562E-06,0.882528911,12283.16,5841870,2.01699E-06,0.882976804
5842844,1.97205E-06,1.97205E-06,0.8844618,12285.21,5842844,1.99303E-06,0.88493033
5843818,1.94858E-06,1.94858E-06,0.886371773,12287.25,5843818,1.96916E-06,0.886860554
5844792,1.9252E-06,1.9252E-06,0.888258921,12289.3,5844792,1.94538E-06,0.888767563
5845767,1.90192E-06,1.90192E-06,0.890123337,12291.35,5845767,1.9217E-06,0.890651448
5846741,1.87874E-06,1.87874E-06,0.891965119,12293.4,5846741,1.89811E-06,0.892512303
5847715,1.85566E-06,1.85566E-06,0.893784367,12295.45,5847715,1.87462E-06,0.894350226
5848690,1.83269E-06,1.83269E-06,0.895581185,12297.5,5848690,1.85124E-06,0.896165319
5849664,1.80984E-06,1.80984E-06,0.897355679,12299.55,5849664,1.82797E-06,0.897957685
5850638,1.7871E-06,1.7871E-06,0.899107958,12301.59,5850638,1.80482E-06,0.899727432
5851613,1.76447E-06,1.76447E-06,0.900838135,12303.64,5851613,1.78177E-06,0.901474671
5852587,1.74196E-06,1.74196E-06,0.902546326,12305.69,5852587,1.75885E-06,0.903199515
5853561,1.71958E-06,1.71958E-06,0.904232647,12307.74,5853561,1.73604E-06,0.904902082
5854536,1.69732E-06,1.69732E-06,0.90589722,12309.79,5854536,1.71336E-06,0.906582491
5855510,1.67519E-06,1.67519E-06,0.907540168,12311.84,5855510,1.69081E-06,0.908240864
5856484,1.65319E-06,1.65319E-06,0.909161618,12313.89,5856484,1.66839E-06,0.909877328
5857459,1.63132E-06,1.63132E-06,0.910761697,12315.94,5857459,1.6461E-06,0.911492009
5858433,1.60959E-06,1.60959E-06,0.912340536,12317.98,5858433,1.62394E-06,0.913085038
5859407,1.588E-06,1.588E-06,0.913898268,12320.03,5859407,1.60193E-06,0.914656549
5860382,1.56654E-06,1.56654E-06,0.91543503,12322.08,5860382,1.58005E-06,0.916206678
5861356,1.54523E-06,1.54523E-06,0.916950957,12324.13,5861356,1.55832E-06,0.917735561
5862330,1.52407E-06,1.52407E-06,0.918446191,12326.18,5862330,1.53673E-06,0.919243341
5863305,1.50305E-06,1.50305E-06,0.919920873,12328.23,5863305,1.51529E-06,0.920730159
5864279,1.48217E-06,1.48217E-06,0.921375147,12330.28,5864279,1.494E-06,0.92219616
5865253,1.46145E-06,1.46145E-06,0.922809158,12332.32,5865253,1.47286E-06,0.923641491
5866228,1.44089E-06,1.44089E-06,0.924223055,12334.37,5866228,1.45188E-06,0.925066301
5867202,1.42047E-06,1.42047E-06,0.925616986,12336.42,5867202,1.43105E-06,0.92647074
5868176,1.40021E-06,1.40021E-06,0.926991102,12338.47,5868176,1.41038E-06,0.927854963
5869151,1.38011E-06,1.38011E-06,0.928345557,12340.52,5869151,1.38987E-06,0.929219123
5870125,1.36017E-06,1.36017E-06,0.929680504,12342.57,5870125,1.36952E-06,0.930563377
5871099,1.34039E-06,1.34039E-06,0.9309961,12344.62,5871099,1.34933E-06,0.931887882
5872074,1.32077E-06,1.32077E-06,0.932292501,12346.66,5872074,1.32931E-06,0.933192799
5873048,1.30131E-06,1.30131E-06,0.933569867,12348.71,5873048,1.30945E-06,0.934478288
5874022,1.28202E-06,1.28202E-06,0.934828356,12350.76,5874022,1.28976E-06,0.935744512
5874997,1.2629E-06,1.2629E-06,0.936068131,12352.81,5874997,1.27024E-06,0.936991636
5875971,1.24394E-06,1.24394E-06,0.937289353,12354.86,5875971,1.25089E-06,0.938219823
5876945,1.22515E-06,1.22515E-06,0.938492186,12356.91,5876945,1.23172E-06,0.939429242
5877920,1.20653E-06,1.20653E-06,0.939676794,12358.96,5877920,1.21271E-06,0.940620059
5878894,1.18808E-06,1.18808E-06,0.940843343,12361,5878894,1.19388E-06,0.941792444
5879868,1.1698E-06,1.1698E-06,0.941992,12363.05,5879868,1.17522E-06,0.942946567
5880842,1.1517E-06,1.1517E-06,0.943122931,12365.1,5880842,1.15674E-06,0.944082598
5881817,1.13376E-06,1.13376E-06,0.944236304,12367.15,5881817,1.13844E-06,0.945200708
5882791,1.116E-06,1.116E-06,0.945332288,12369.2,5882791,1.12031E-06,0.946301072
5883765,1.09841E-06,1.09841E-06,0.946411053,12371.25,5883765,1.10237E-06,0.947383862
5884740,1.081E-06,1.081E-06,0.947472768,12373.3,5884740,1.0846E-06,0.948449252
5885714,1.06377E-06,1.06377E-06,0.948517605,12375.35,5885714,1.06701E-06,0.949497417
5886688,1.04671E-06,1.04671E-06,0.949545733,12377.39,5886688,1.0496E-06,0.950528532
5887663,1.02982E-06,1.02982E-06,0.950557325,12379.44,5887663,1.03237E-06,0.951542774
5888637,1.01312E-06,1.01312E-06,0.951552553,12381.49,5888637,1.01532E-06,0.952540318
5889611,9.96585E-07,9.96585E-07,0.952531588,12383.54,5889611,9.98459E-07,0.953521342
5890586,9.80231E-07,9.80231E-07,0.953494603,12385.59,5890586,9.81776E-07,0.954486023
5891560,9.64055E-07,9.64055E-07,0.95444177,12387.64,5891560,9.65275E-07,0.955434537
5892534,9.48056E-07,9.48056E-07,0.955373264,12389.69,5892534,9.48957E-07,0.956367064
5893509,9.32235E-07,9.32235E-07,0.956289255,12391.73,5893509,9.32821E-07,0.957283779
5894483,9.16591E-07,9.16591E-07,0.957189918,12393.78,5894483,9.16868E-07,0.958184862
5895457,9.01124E-07,9.01125E-07,0.958075425,12395.83,5895457,9.01098E-07,0.959070491
5896432,8.85836E-07,8.85836E-07,0.95894595,12397.88,5896432,8.8551E-07,0.959940843
5897406,8.70724E-07,8.70724E-07,0.959801664,12399.93,5897406,8.70105E-07,0.960796097
5898380,8.5579E-07,8.5579E-07,0.960642741,12401.98,5898380,8.54882E-07,0.96163643
5899355,8.41032E-07,8.41032E-07,0.961469354,12404.03,5899355,8.39842E-07,0.96246202
5900329,8.26451E-07,8.26451E-07,0.962281673,12406.07,5900329,8.24984E-07,0.963273044
5901303,8.12047E-07,8.12047E-07,0.963079873,12408.12,5901303,8.10307E-07,0.964069681
5902278,7.97818E-07,7.97818E-07,0.963864123,12410.17,5902278,7.95812E-07,0.964852106
5903252,7.83765E-07,7.83765E-07,0.964634596,12412.22,5903252,7.81499E-07,0.965620498
5904226,7.69887E-07,7.69887E-07,0.965391461,12414.27,5904226,7.67366E-07,0.966375031
5905201,7.56184E-07,7.56184E-07,0.966134891,12416.32,5905201,7.53413E-07,0.967115881
5906175,7.42655E-07,7.42655E-07,0.966865053,12418.37,5906175,7.3964E-07,0.967843225
5907149,7.29299E-07,7.29299E-07,0.967582119,12420.41,5907149,7.26046E-07,0.968557237
5908124,7.16116E-07,7.16116E-07,0.968286256,12422.46,5908124,7.12631E-07,0.969258091
5909098,7.03106E-07,7.03106E-07,0.968977633,12424.51,5909098,6.99394E-07,0.969945961
5910072,6.90267E-07,6.90267E-07,0.969656417,12426.56,5910072,6.86333E-07,0.97062102
5911047,6.77599E-07,6.77599E-07,0.970322775,12428.61,5911047,6.7345E-07,0.97128344
5912021,6.65101E-07,6.65101E-07,0.970976873,12430.66,5912021,6.60742E-07,0.971933393
5912995,6.52772E-07,6.52772E-07,0.971618877,12432.71,5912995,6.48209E-07,0.97257105
5913969,6.40612E-07,6.40612E-07,0.972248951,12434.76,5913969,6.35851E-07,0.973196581
5914944,6.28619E-07,6.28619E-07,0.972867258,12436.8,5914944,6.23665E-07,0.973810155
5915918,6.16794E-07,6.16794E-07,0.973473962,12438.85,5915918,6.11652E-07,0.974411941
5916892,6.05133E-07,6.05134E-07,0.974069225,12440.9,5916892,5.9981E-07,0.975002105
5917867,5.93638E-07,5.93638E-07,0.974653208,12442.95,5917867,5.88139E-07,0.975580815
5918841,5.82307E-07,5.82307E-07,0.97522607,12445,5918841,5.76637E-07,0.976148236
5919815,5.71138E-07,5.71139E-07,0.975787972,12447.05,5919815,5.65304E-07,0.976704532
5920790,5.60132E-07,5.60132E-07,0.97633907,12449.1,5920790,5.54138E-07,0.977249868
5921764,5.49286E-07,5.49286E-07,0.976879523,12451.14,5921764,5.43138E-07,0.977784406
5922738,5.386E-07,5.386E-07,0.977409487,12453.19,5922738,5.32303E-07,0.978308306
5923713,5.28072E-07,5.28072E-07,0.977929116,12455.24,5923713,5.21633E-07,0.97882173
5924687,5.17702E-07,5.17702E-07,0.978438564,12457.29,5924687,5.11125E-07,0.979324837
5925661,5.07488E-07,5.07488E-07,0.978937984,12459.34,5925661,5.00778E-07,0.979817785
5926636,4.97429E-07,4.97429E-07,0.979427529,12461.39,5926636,4.90592E-07,0.98030073
5927610,4.87524E-07,4.87524E-07,0.979907348,12463.44,5927610,4.80566E-07,0.980773828
5928584,4.77771E-07,4.77771E-07,0.98037759,12465.48,5928584,4.70697E-07,0.981237234
5929559,4.6817E-07,4.6817E-07,0.980838405,12467.53,5929559,4.60984E-07,0.9816911
5930533,4.5872E-07,4.5872E-07,0.981289938,12469.58,5930533,4.51427E-07,0.982135579
5931507,4.49418E-07,4.49418E-07,0.981732336,12471.63,5931507,4.42024E-07,0.982570822
5932482,4.40263E-07,4.40263E-07,0.982165743,12473.68,5932482,4.32773E-07,0.982996977
5933456,4.31255E-07,4.31255E-07,0.982590301,12475.73,5933456,4.23674E-07,0.983414193
5934430,4.22392E-07,4.22392E-07,0.983006154,12477.78,5934430,4.14724E-07,0.983822617
5935405,4.13673E-07,4.13673E-07,0.983413442,12479.82,5935405,4.05923E-07,0.984222393
5936379,4.05096E-07,4.05096E-07,0.983812304,12481.87,5936379,3.97269E-07,0.984613665
5937353,3.9666E-07,3.9666E-07,0.984202877,12483.92,5937353,3.88761E-07,0.984996577
5938328,3.88363E-07,3.88363E-07,0.984585299,12485.97,5938328,3.80396E-07,0.985371269
5939302,3.80205E-07,3.80205E-07,0.984959705,12488.02,5939302,3.72175E-07,0.985737882
5940276,3.72183E-07,3.72183E-07,0.985326229,12490.07,5940276,3.64095E-07,0.986096553
5941251,3.64297E-07,3.64297E-07,0.985685004,12492.12,5941251,3.56154E-07,0.986447419
5942225,3.56545E-07,3.56545E-07,0.98603616,12494.16,5942225,3.48352E-07,0.986790616
5943199,3.48926E-07,3.48926E-07,0.986379827,12496.21,5943199,3.40687E-07,0.987126279
5944174,3.41437E-07,3.41437E-07,0.986716135,12498.26,5944174,3.33157E-07,0.987454539
5945148,3.34078E-07,3.34078E-07,0.98704521,12500.31,5945148,3.25761E-07,0.987775527
5946122,3.26848E-07,3.26848E-07,0.987367178,12502.36,5946122,3.18497E-07,0.988089375
5947096,3.19744E-07,3.19744E-07,0.987682163,12504.41,5947096,3.11364E-07,0.988396209
5948071,3.12766E-07,3.12766E-07,0.987990288,12506.46,5948071,3.04361E-07,0.988696156
5949045,3.05912E-07,3.05912E-07,0.988291674,12508.51,5949045,2.97485E-07,0.988989342
5950019,2.9918E-07,2.9918E-07,0.988586442,12510.55,5950019,2.90735E-07,0.98927589
5950994,2.92569E-07,2.9257E-07,0.98887471,12512.6,5950994,2.84111E-07,0.989555923
5951968,2.86078E-07,2.86078E-07,0.989156595,12514.65,5951968,2.77609E-07,0.989829561
5952942,2.79705E-07,2.79705E-07,0.989432214,12516.7,5952942,2.71229E-07,0.990096924
5953917,2.73449E-07,2.73449E-07,0.989701681,12518.75,5953917,2.64969E-07,0.99035813
5954891,2.67308E-07,2.67308E-07,0.989965108,12520.8,5954891,2.58828E-07,0.990613295
5955865,2.61281E-07,2.61281E-07,0.990222607,12522.85,5955865,2.52804E-07,0.990862533
5956840,2.55366E-07,2.55366E-07,0.990474288,12524.89,5956840,2.46895E-07,0.991105957
5957814,2.49562E-07,2.49562E-07,0.990720261,12526.94,5957814,2.411E-07,0.991343681
5958788,2.43867E-07,2.43867E-07,0.990960631,12528.99,5958788,2.35418E-07,0.991575814
5959763,2.3828E-07,2.3828E-07,0.991195506,12531.04,5959763,2.29847E-07,0.991802464
5960737,2.328E-07,2.328E-07,0.99142499,12533.09,5960737,2.24385E-07,0.99202374
5961711,2.27425E-07,2.27425E-07,0.991649185,12535.14,5961711,2.19031E-07,0.992239746
5962686,2.22153E-07,2.22153E-07,0.991868194,12537.19,5962686,2.13783E-07,0.992450589
5963660,2.16984E-07,2.16984E-07,0.992082116,12539.23,5963660,2.08641E-07,0.992656369
5964634,2.11915E-07,2.11915E-07,0.992291051,12541.28,5964634,2.03601E-07,0.992857189
5965609,2.06946E-07,2.06946E-07,0.992495096,12543.33,5965609,1.98664E-07,0.993053149
5966583,2.02074E-07,2.02074E-07,0.992694347,12545.38,5966583,1.93827E-07,0.993244347
5967557,1.97299E-07,1.97299E-07,0.992888899,12547.43,5967557,1.89088E-07,0.993430881
5968532,1.9262E-07,1.9262E-07,0.993078845,12549.48,5968532,1.84447E-07,0.993612845
5969506,1.88033E-07,1.88033E-07,0.993264277,12551.53,5969506,1.79902E-07,0.993790335
5970480,1.8354E-07,1.8354E-07,0.993445285,12553.57,5970480,1.75452E-07,0.993963442
5971455,1.79137E-07,1.79137E-07,0.99362196,12555.62,5971455,1.71094E-07,0.994132258
5972429,1.74823E-07,1.74823E-07,0.993794389,12557.67,5972429,1.66828E-07,0.994296874
5973403,1.70598E-07,1.70598E-07,0.993962658,12559.72,5973403,1.62652E-07,0.994457377
5974378,1.6646E-07,1.6646E-07,0.994126853,12561.77,5974378,1.58565E-07,0.994613854
5975352,1.62407E-07,1.62407E-07,0.994287058,12563.82,5975352,1.54565E-07,0.994766392
5976326,1.58438E-07,1.58438E-07,0.994443355,12565.87,5976326,1.50651E-07,0.994915074
5977301,1.54553E-07,1.54553E-07,0.994595825,12567.92,5977301,1.46821E-07,0.995059984
5978275,1.50748E-07,1.50748E-07,0.99474455,12569.96,5978275,1.43074E-07,0.995201203
5979249,1.47024E-07,1.47024E-07,0.994889606,12572.01,5979249,1.39409E-07,0.995338812
5980223,1.43378E-07,1.43378E-07,0.995031073,12574.06,5980223,1.35825E-07,0.995472889
5981198,1.39811E-07,1.39811E-07,0.995169025,12576.11,5981198,1.32319E-07,0.995603512
5982172,1.36319E-07,1.36319E-07,0.995303539,12578.16,5982172,1.28891E-07,0.995730757
5983146,1.32903E-07,1.32903E-07,0.995434687,12580.21,5983146,1.25539E-07,0.995854699
5984121,1.2956E-07,1.2956E-07,0.995562543,12582.26,5984121,1.22262E-07,0.995975412
5985095,1.2629E-07,1.2629E-07,0.995687177,12584.3,5985095,1.19058E-07,0.996092967
5986069,1.23091E-07,1.23091E-07,0.99580866,12586.35,5986069,1.15927E-07,0.996207438
5987044,1.19962E-07,1.19962E-07,0.99592706,12588.4,5987044,1.12867E-07,0.996318892
5988018,1.16902E-07,1.16902E-07,0.996042445,12590.45,5988018,1.09877E-07,0.996427399
5988992,1.13909E-07,1.13909E-07,0.996154882,12592.5,5988992,1.06956E-07,0.996533026
5989967,1.10983E-07,1.10983E-07,0.996264436,12594.55,5989967,1.04101E-07,0.99663584
5990941,1.08123E-07,1.08123E-07,0.996371171,12596.6,5990941,1.01313E-07,0.996735904
5991915,1.05326E-07,1.05326E-07,0.996475149,12598.64,5991915,9.85894E-08,0.996833284
5992890,1.02592E-07,1.02592E-07,0.996576434,12600.69,5992890,9.59295E-08,0.996928041
5993864,9.99207E-08,9.99207E-08,0.996675086,12602.74,5993864,9.3332E-08,0.997020237
5994838,9.73096E-08,9.73096E-08,0.996771164,12604.79,5994838,9.07958E-08,0.997109932
5995813,9.47581E-08,9.47581E-08,0.996864727,12606.84,5995813,8.83197E-08,0.997197185
5996787,9.22651E-08,9.22651E-08,0.996955833,12608.89,5996787,8.59025E-08,0.997282055
5997761,8.98295E-08,8.98295E-08,0.997044538,12610.94,5997761,8.35432E-08,0.997364598
5998736,8.74503E-08,8.74503E-08,0.997130898,12612.98,5998736,8.12405E-08,0.99744487
5999710,8.51263E-08,8.51263E-08,0.997214966,12615.03,5999710,7.89933E-08,0.997522925
6000684,8.28565E-08,8.28565E-08,0.997296796,12617.08,6000684,7.68007E-08,0.997598818
6001659,8.06399E-08,8.06399E-08,0.997376441,12619.13,6001659,7.46614E-08,0.9976726
6002633,7.84755E-08,7.84755E-08,0.997453952,12621.18,6002633,7.25745E-08,0.997744323
6003607,7.63622E-08,7.63622E-08,0.997529379,12623.23,6003607,7.05388E-08,0.997814039
6004582,7.4299E-08,7.4299E-08,0.997602771,12625.28,6004582,6.85534E-08,0.997881795
6005556,7.2285E-08,7.2285E-08,0.997674178,12627.33,6005556,6.66172E-08,0.997947641
6006530,7.03193E-08,7.03193E-08,0.997743645,12629.37,6006530,6.47293E-08,0.998011624
6007505,6.84007E-08,6.84007E-08,0.99781122,12631.42,6007505,6.28885E-08,0.998073791
6008479,6.65285E-08,6.65285E-08,0.997876949,12633.47,6008479,6.1094E-08,0.998134187
6009453,6.47017E-08,6.47017E-08,0.997940876,12635.52,6009453,5.93447E-08,0.998192856
6010428,6.29193E-08,6.29193E-08,0.998003044,12637.57,6010428,5.76398E-08,0.998249843
6011402,6.11804E-08,6.11804E-08,0.998063497,12639.62,6011402,5.59783E-08,0.99830519
6012376,5.94842E-08,5.94842E-08,0.998122277,12641.67,6012376,5.43592E-08,0.998358939
6013351,5.78298E-08,5.78298E-08,0.998179425,12643.71,6013351,5.27816E-08,0.99841113
6014325,5.62163E-08,5.62163E-08,0.99823498,12645.76,6014325,5.12448E-08,0.998461805
6015299,5.46429E-08,5.46429E-08,0.998288983,12647.81,6015299,4.97477E-08,0.998511001
6016273,5.31087E-08,5.31087E-08,0.998341473,12649.86,6016273,4.82895E-08,0.998558758
6017248,5.16129E-08,5.16129E-08,0.998392486,12651.91,6017248,4.68693E-08,0.998605113
